Drug: #;Word;Tag
;mg;STRENGTH
;84;PACK
;stk;PACK
;.;PACK
;+;PACK
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 3121;aripiprazole;NAME
;teva;O
;30;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 3122;kodipar;NAME
;30;STRENGTH
;,;O
;6;STRENGTH
;+;STRENGTH
;500;STRENGTH
;mg;STRENGTH
;40;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3123;zitromax;NAME
;500;STRENGTH
;mg;STRENGTH
;2;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3124;marbodin;NAME
;10;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3125;buprenodale;NAME
;vet;NAME
;.;NAME
;0;STRENGTH
;,;O
;3;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 3126;felodin;NAME
;10;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 3127;ramipril;NAME
;/;NAME
;hclthiazid;O
;teva;O
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 3128;ovitrelle;NAME
;250;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;0;STRENGTH
;,;O
;5;STRENGTH
;ml;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;(;O
;paranova;O
;);O
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;pen;FORM
Drug: 3129;serenase;NAME
;2;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;100;PACK
;ml;PACK
;oral;FORM
;opløsning;FORM
Drug: 3130;versican;NAME
;plus;NAME
;dhp;NAME
;25;PACK
;doser;PACK
;lyofil;FORM
;.;FORM
;+;FORM
;sol;FORM
;.;FORM
;inj;FORM
;.;FORM
;sus;FORM
Drug: 3131;iomeron;NAME
;300;STRENGTH
;mg;STRENGTH
;iod;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;6;PACK
;x;PACK
;500;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 3132;triamcin;NAME
;.;NAME
;ace;NAME
;/;NAME
;econazo;O
;paranova;NAME
;10;STRENGTH
;+;STRENGTH
;1;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;30;PACK
;g;PACK
;(;O
;2;PACK
;x;PACK
;15;PACK
;g;PACK
;);O
;creme;FORM
Drug: 3133;crestor;NAME
;10;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3134;tresiba;NAME
;100;NAME
;flextouch;NAME
;100;STRENGTH
;uml;STRENGTH
;5;PACK
;x;PACK
;3;PACK
;ml;PACK
;(;O
;paranova;O
;);O
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;pen;FORM
Drug: 3135;femanor;NAME
;1;STRENGTH
;+;STRENGTH
;2;STRENGTH
;mg;STRENGTH
;84;PACK
;stk;PACK
;.;PACK
;(;O
;3;PACK
;x;PACK
;28;PACK
;);O
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3136;trandolapril;NAME
;aurobindo;O
;0;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 3137;branzil;NAME
;vet;NAME
;.;NAME
;1000;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;1000;PACK
;g;PACK
;oralt;FORM
;pulver;FORM
Drug: 3138;amphen;NAME
;200;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;1;PACK
;kg;PACK
;gran;FORM
;.;FORM
;til;FORM
;drikkevand;FORM
Drug: 3139;oxycodonhydrochl;NAME
;.;NAME
;lannacher;NAME
;80;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 3140;toilax;NAME
;5;STRENGTH
;mg;STRENGTH
;25;PACK
;stk;PACK
;.;PACK
;enterotabletter;FORM
Drug: 3141;diprosalic;NAME
;0;STRENGTH
;,;O
;5;STRENGTH
;+;STRENGTH
;30;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;90;PACK
;g;PACK
;(;O
;3;PACK
;x;PACK
;30;PACK
;);O
;salve;FORM
Drug: 3142;iomeron;NAME
;300;STRENGTH
;mg;STRENGTH
;iod;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;200;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 3143;terbinafin;NAME
;stada;O
;125;STRENGTH
;mg;STRENGTH
;14;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 3144;azilect;NAME
;1;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;europharmad;PACK
;tabletter;FORM
Drug: 3145;suboxone;NAME
;2;STRENGTH
;mg;STRENGTH
;+;STRENGTH
;0;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;resoribl;FORM
;.;FORM
;,;O
;subling;FORM
;.;FORM
Drug: 3146;javlor;NAME
;25;STRENGTH
;mgm;STRENGTH
;2;PACK
;ml;PACK
;(;O
;abacus;O
;);O
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væsk;FORM
;.;FORM
;opl;FORM
;.;FORM
Drug: 3147;iomeron;NAME
;400;STRENGTH
;mg;STRENGTH
;iod;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;100;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 3148;bondronat;NAME
;50;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3149;zytiga;NAME
;250;STRENGTH
;mg;STRENGTH
;120;PACK
;stk;PACK
;.;PACK
;(;O
;orifarm;O
;);O
;tabletter;FORM
Drug: 3150;midazolam;NAME
;accord;O
;1;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;5;PACK
;ml;PACK
;inj;FORM
;.;FORM
;-;FORM
;/;FORM
;inf;FORM
;.;FORM
;vsk;FORM
;.;FORM
;,;O
;opl;FORM
;.;FORM
Drug: 3151;differine;NAME
;1;STRENGTH
;mgg;STRENGTH
;60;PACK
;g;PACK
;creme;FORM
Drug: 3152;cardalis;NAME
;10;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;80;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;tyggetabletter;FORM
Drug: 3153;zolt;NAME
;30;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;enterokapsler;FORM
;,;O
;hårde;FORM
Drug: 3154;zolpidem;NAME
;mylan;O
;10;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3155;stalevo;NAME
;175;STRENGTH
;+;STRENGTH
;43;STRENGTH
;,;O
;75;STRENGTH
;+;STRENGTH
;200;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3156;zonisamide;NAME
;teva;O
;100;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 3157;propranolol;NAME
;retard;O
;copharma;O
;80;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depotkapsler;FORM
;,;O
;hårde;FORM
Drug: 3158;forxiga;NAME
;5;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;abacus;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3159;invega;NAME
;9;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;orifarm;O
;);O
;depottabletter;FORM
Drug: 3160;rasagilin;NAME
;stada;O
;1;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 3161;trulicity;NAME
;0;STRENGTH
;,;O
;75;STRENGTH
;mg;STRENGTH
;4;PACK
;stk;PACK
;.;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;pen;FORM
Drug: 3162;lamotrigin;NAME
;stada;O
;25;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;dispergible;FORM
;tabl;FORM
;.;FORM
Drug: 3163;oxaliplatin;NAME
;accord;O
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;40;PACK
;ml;PACK
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væsk;FORM
;.;FORM
;opl;FORM
;.;FORM
Drug: 3164;ultibro;NAME
;breezhaler;NAME
;85;STRENGTH
;+;STRENGTH
;43;STRENGTH
;mikrogram;STRENGTH
;90;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;+;PACK
;inhalator;PACK
;inhal;FORM
;.;FORM
;pulv;FORM
;.;FORM
;,;O
;hård;FORM
;kap;FORM
Drug: 3165;samsca;NAME
;7;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 3166;vesicare;NAME
;5;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3167;dymista;NAME
;137;STRENGTH
;+;STRENGTH
;50;STRENGTH
;mikrog;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;120;PACK
;doser;PACK
;næsespray;FORM
;,;O
;susp;FORM
;.;FORM
Drug: 3168;sildenafil;NAME
;mylan;O
;50;STRENGTH
;mg;STRENGTH
;12;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3169;provera;NAME
;5;STRENGTH
;mg;STRENGTH
;40;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 3170;rigmin;NAME
;4;STRENGTH
;,;O
;6;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;24;STRENGTH
;timer;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;depotplastre;FORM
Drug: 3171;montelukast;NAME
;stada;O
;10;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3172;actos;NAME
;30;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 3173;cepedex;NAME
;0;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 3174;lisinopril;NAME
;2;O
;care;NAME
;4;O
;20;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Drug: 3175;tafil;NAME
;retard;NAME
;1;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 3176;calciumfolinat;NAME
;ebewe;O
;10;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;80;PACK
;ml;PACK
;inj;FORM
;.;FORM
;-;FORM
;/;FORM
;inf;FORM
;.;FORM
;vsk;FORM
;.;FORM
;,;O
;opl;FORM
;.;FORM
Drug: 3177;medikinet;NAME
;cr;NAME
;60;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kap;FORM
;.;FORM
;m;FORM
;.;FORM
;mod;FORM
;.;FORM
;udløs;FORM
;.;FORM
;hård;FORM
Drug: 3178;clarithromycin;NAME
;krka;O
;500;STRENGTH
;mg;STRENGTH
;14;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3179;colobreathe;NAME
;1662500;STRENGTH
;iu;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;2;PACK
;care;PACK
;4;PACK
;);O
;inh;FORM
;.;FORM
;pulver;FORM
;i;FORM
;kapsler;FORM
Drug: 3180;eprex;NAME
;10;STRENGTH
;.;STRENGTH
;000;STRENGTH
;ie;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;6;PACK
;x;PACK
;1;PACK
;ml;PACK
;inj;FORM
;.;FORM
;vsk;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;sprøjte;FORM
Drug: 3181;lecrolyn;NAME
;sine;NAME
;40;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;ml;PACK
;øjendrb;FORM
;.;FORM
;,;O
;opløsning;FORM
Drug: 3182;fungitraxx;NAME
;10;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;50;PACK
;ml;PACK
;oral;FORM
;opløsning;FORM
Drug: 3183;ondansetron;NAME
;fresenius;O
;kabi;O
;2;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;2;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 3184;cartrophen;NAME
;vet;NAME
;.;NAME
;100;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;suspension;FORM
Drug: 3185;strattera;NAME
;80;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 3186;temozolomid;NAME
;stada;O
;5;STRENGTH
;mg;STRENGTH
;20;PACK
;stk;PACK
;.;PACK
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 3187;orfiril;NAME
;100;STRENGTH
;mgm;STRENGTH
;5;PACK
;x;PACK
;3;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 3188;diprophos;NAME
;7;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;25;PACK
;x;PACK
;1;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;suspension;FORM
Drug: 3189;zyprexa;NAME
;10;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;overtrukne;FORM
;tabletter;FORM
Drug: 3190;ravicti;NAME
;1;STRENGTH
;,;O
;1;STRENGTH
;g;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;1;PACK
;sæt;PACK
;(;O
;3;PACK
;ml;PACK
;sprøjte;O
;);O
;oral;FORM
;væske;FORM
Drug: 3191;ceftazidim;NAME
;fresenius;O
;kabi;O
;2000;STRENGTH
;mg;STRENGTH
;10;PACK
;htgl;PACK
;.;PACK
;x;PACK
;2000;PACK
;mg;PACK
;pul;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;+;FORM
;inf;FORM
;.;FORM
;,;O
;opl;FORM
;.;FORM
Drug: 3192;cipralex;NAME
;meltz;NAME
;20;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;smeltetabletter;FORM
Drug: 3193;amaryl;NAME
;4;STRENGTH
;mg;STRENGTH
;90;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 3194;xylocain;NAME
;20;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;20;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 3195;pigfen;NAME
;40;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;1;PACK
;kg;PACK
;granulat;FORM
Drug: 3196;medikinet;NAME
;cr;NAME
;60;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kap;FORM
;.;FORM
;m;FORM
;.;FORM
;mod;FORM
;.;FORM
;udløs;FORM
;.;FORM
;hård;FORM
Drug: 3197;hexalid;NAME
;5;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Drug: 3198;tirosint;NAME
;112;STRENGTH
;mikrogram;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;bløde;FORM
Drug: 3199;duofaxin;NAME
;150;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 3200;sevelamer;NAME
;teva;O
;800;STRENGTH
;mg;STRENGTH
;180;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3201;onbrez;NAME
;breezhaler;NAME
;300;STRENGTH
;mikrogram;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;+;PACK
;inh;PACK
;(;O
;paranova;PACK
;inhal;FORM
;.;FORM
;pulv;FORM
;.;FORM
;,;O
;hård;FORM
;kap;FORM
Drug: 3202;depo;NAME
;-;NAME
;medrol;NAME
;40;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;25;PACK
;x;PACK
;1;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;suspension;FORM
Drug: 3203;viread;NAME
;245;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;new;O
;neopharma;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3204;vetmulin;NAME
;450;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;1;PACK
;kg;PACK
;gran;FORM
;.;FORM
;til;FORM
;drikkevand;FORM
Drug: 3205;natriumklorid;NAME
;baxter;O
;viaflo;NAME
;9;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;20;PACK
;x;PACK
;500;PACK
;ml;PACK
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 3206;estrumat;NAME
;vet;NAME
;.;NAME
;0;STRENGTH
;,;O
;25;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;1;PACK
;htgl;PACK
;.;PACK
;a;PACK
;20;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 3207;losartankalium;NAME
;krka;O
;100;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3208;metadon;NAME
;orion;O
;20;STRENGTH
;mg;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 3209;granon;NAME
;600;STRENGTH
;mg;STRENGTH
;20;PACK
;stk;PACK
;.;PACK
;brusetabletter;FORM
Drug: 3210;desloratadine;NAME
;teva;O
;5;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;2;PACK
;care;PACK
;4;PACK
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3211;zerbaxa;NAME
;1;STRENGTH
;g;STRENGTH
;/;STRENGTH
;0;STRENGTH
;,;O
;5;STRENGTH
;g;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;pu;FORM
;.;FORM
;t;FORM
;.;FORM
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;v;FORM
;.;FORM
;,;O
;o;FORM
Drug: 3212;aureosup;NAME
;vet;NAME
;.;NAME
;10;STRENGTH
;%;STRENGTH
;5;PACK
;kg;PACK
;oralt;FORM
;pulver;FORM
Drug: 3213;brevibloc;NAME
;10;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;10;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 3214;sumatriptan;NAME
;amneal;O
;100;STRENGTH
;mg;STRENGTH
;12;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 3215;clozapin;NAME
;mylan;O
;25;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 3216;nicotinell;NAME
;fruit;NAME
;2;STRENGTH
;mg;STRENGTH
;204;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;medicinsk;FORM
;tyggegummi;FORM
Drug: 3217;prograf;NAME
;5;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 3218;octasa;NAME
;800;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;enterotabletter;FORM
Drug: 3219;hexasoptin;NAME
;retard;NAME
;240;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depotkapsler;FORM
;,;O
;hårde;FORM
Drug: 3220;oxis;NAME
;turbuhaler;NAME
;4;STRENGTH
;,;O
;5;STRENGTH
;rgd;STRENGTH
;60;PACK
;doser;PACK
;inhalationspulver;FORM
Drug: 3221;budesonid;NAME
;orifarm;O
;2;STRENGTH
;mg;STRENGTH
;14;PACK
;doser;PACK
;rektalskum;FORM
Drug: 3222;rotateq;NAME
;2;PACK
;ml;PACK
;x;PACK
;1;PACK
;oral;FORM
;opløsning;FORM
Drug: 3223;diclin;NAME
;500;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;(;O
;2;PACK
;x;PACK
;30;PACK
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 3224;thiamazol;NAME
;europharma;O
;5;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 3225;amoxicillin;NAME
;mylan;O
;750;STRENGTH
;mg;STRENGTH
;14;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3226;tracleer;NAME
;62;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 3227;mirtazapin;NAME
;orion;O
;45;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;smeltetabletter;FORM
Drug: 3228;nexplanon;NAME
;68;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;implantat;FORM
Drug: 3229;ciloxan;NAME
;3;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;ml;PACK
;øredråber;FORM
;,;O
;opløsning;FORM
Drug: 3230;medikinet;NAME
;cr;NAME
;20;STRENGTH
;mg;STRENGTH
;26;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kap;FORM
;.;FORM
;m;FORM
;.;FORM
;mod;FORM
;.;FORM
;udløs;FORM
;.;FORM
;hård;FORM
Drug: 3231;strattera;NAME
;60;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 3232;trileptal;NAME
;60;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;250;PACK
;ml;PACK
;oral;FORM
;suspension;FORM
Drug: 3233;venlafaxin;NAME
;2;O
;care;NAME
;4;O
;75;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depotkapsler;FORM
;,;O
;hårde;FORM
Drug: 3234;alfacalcidol;NAME
;alternova;O
;1;STRENGTH
;mikrogram;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;bløde;FORM
Drug: 3235;furix;NAME
;500;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Drug: 3236;solu;NAME
;-;NAME
;medrol;NAME
;125;STRENGTH
;mg;STRENGTH
;1;PACK
;to;PACK
;-;PACK
;delt;PACK
;htgl;PACK
;.;PACK
;+;PACK
;solvens;PACK
;pulv;FORM
;.;FORM
;og;FORM
;sol;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;op;FORM
Drug: 3237;tylan;NAME
;vet;NAME
;.;NAME
;2;STRENGTH
;%;STRENGTH
;5;PACK
;kg;PACK
;oralt;FORM
;pulver;FORM
Drug: 3238;norlevo;NAME
;1;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 3239;suliqua;NAME
;100;STRENGTH
;u;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;+;STRENGTH
;33;STRENGTH
;mikg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;3;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;pen;FORM
Drug: 3240;temgesic;NAME
;0;STRENGTH
;,;O
;3;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;1;PACK
